Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
19-Apr-2022,EQ,3550.0,3563.55,3439.15,3528.05,3462.0,3471.9,3508.54,4043.0,3004.0,3170014,11122129456.75,208443
18-Apr-2022,EQ,3610.0,3610.0,3522.5,3661.95,3531.8,3528.05,3548.77,4043.0,3004.0,3820792,13559130603.8,324929
13-Apr-2022,EQ,3707.0,3709.85,3655.55,3691.1,3664.95,3661.95,3673.55,4043.0,3004.0,1621672,5957287429.65,103822
12-Apr-2022,EQ,3683.0,3739.0,3648.35,3696.4,3686.0,3691.1,3706.35,4043.0,3004.0,4483476,16617340654.7,254563
11-Apr-2022,EQ,3690.0,3712.35,3656.1,3685.65,3699.0,3696.4,3690.42,4043.0,3004.0,2291660,8457191677.85,171882
08-Apr-2022,EQ,3690.0,3705.0,3642.5,3684.15,3690.05,3685.65,3677.34,4043.0,3004.0,2296773,8446026504.2,134082
07-Apr-2022,EQ,3745.5,3745.5,3679.0,3755.35,3682.95,3684.15,3705.25,4043.0,3004.0,2494829,9243973241.15,149240
06-Apr-2022,EQ,3809.3,3809.3,3731.15,3814.8,3752.0,3755.35,3761.93,4043.0,3004.0,2051729,7718464770.35,132368
05-Apr-2022,EQ,3772.0,3835.6,3772.0,3770.35,3812.5,3814.8,3813.04,4043.0,3004.0,2314947,8826982342.8,163963
04-Apr-2022,EQ,3762.0,3780.0,3737.1,3758.75,3771.0,3770.35,3767.16,4043.0,3004.0,1472994,5548997654.95,101419
01-Apr-2022,EQ,3748.0,3763.0,3728.05,3739.95,3759.0,3758.75,3747.37,4043.0,3004.0,1387014,5197652138.25,91136
31-Mar-2022,EQ,3740.0,3754.65,3720.2,3731.55,3742.85,3739.95,3743.43,4043.0,3004.0,2168110,8116163209.35,146788
30-Mar-2022,EQ,3738.0,3738.0,3706.2,3705.35,3730.0,3731.55,3723.34,4043.0,3004.0,1583455,5895744278.15,109724
